Compound,ICSD#,Lattice,Pearson,Ncell,Eg,Efitg,me,mh,hPni/L,Pn1/L,Pn2/L,Pn3/L,hPpi/L,Pp1/L,Pp2/L,Pp3/L
I6In2,23136,mcl,mP16,16,2.33,4.06,0.72,3.67,4.57,3.31,4.17,6.24,6.42,3.64,7.76,7.85
I6Nb2Se2,410743,mclc(3),mS40,20,0.89,2.11,2.86,2.84,4.57,0.54,1.69,11.48,4.22,1.38,3.53,7.75
I6Nb2Te2,35377,mcl,mP20,20,1.62,3.10,3.12,6.95,5.41,0.48,7.26,8.51,3.82,2.80,2.97,5.69
I6Pb1Tl4,100069,orc,oP22,22,2.29,4.00,0.38,2.03,3.69,2.07,2.52,6.47,3.97,3.21,3.35,5.36
I6Pb5S2,21040,mclc(1),mS26,13,1.83,3.37,0.82,1.10,0.72,0.48,0.71,0.96,3.12,1.50,3.85,4.00
I6Pt2,47120,mclc(3),mS32,16,0.36,1.40,0.43,2.71,4.78,2.92,3.97,7.44,3.82,2.20,2.50,6.74
I6Si2,83643,mcl,mP32,32,2.83,4.73,4.70,3.51,9.08,5.28,10.25,11.71,10.67,5.34,11.28,15.39
I6Te1Tl2,99128,mcl,mP18,18,1.63,3.11,0.67,0.97,3.14,2.11,3.56,3.75,4.21,3.34,3.98,5.30
In1La1O3,281549,orc,oP20,20,2.81,4.71,0.43,2.23,0.77,0.46,0.92,0.92,10.61,9.93,10.24,11.68
In1Li1O2,40665,bct(2),tI16,8,2.02,3.64,0.30,3.61,0.72,0.36,0.90,0.90,11.66,11.36,11.36,12.26
In1Li1O6Si2,55178,mclc(1),mS40,20,3.73,5.94,0.47,3.81,0.89,0.68,0.80,1.20,9.45,3.65,10.52,14.17
In1Li1Se2,56531,rhl(1),hR4,4,0.84,2.05,0.40,1.53,0.18,0.06,0.19,0.30,2.19,1.45,1.73,3.39
In1Li1Se2,60838,orc,oP16,16,1.69,3.19,0.25,1.59,0.41,0.05,0.19,0.98,3.29,3.26,3.29,3.33
In1Na1O6Si2,2135,mclc(1),mS40,20,3.61,5.78,0.43,2.33,3.00,2.19,2.63,4.17,5.62,2.31,6.68,7.87
In1Na1S2,25557,rhl(1),hR4,4,1.85,3.41,0.41,3.09,0.48,0.42,0.50,0.51,3.22,0.76,4.30,4.58
In1Na1Te2,25346,bct(1),tI16,8,0.66,1.81,0.24,0.68,0.13,0.09,0.09,0.21,1.81,1.02,2.20,2.20
In1Na3O8P2,87833,mcl,mP28,28,3.36,5.45,0.54,2.42,2.22,1.38,1.59,3.69,4.96,2.69,5.27,6.92
In1Na5O4,69630,orc,oP20,20,1.77,3.30,0.35,21.42,4.88,0.03,0.30,14.32,13.76,7.35,14.82,19.12
In1Na5S4,300175,mcl,mP20,20,2.05,3.68,0.29,1.87,1.62,1.23,1.73,1.89,2.69,1.37,1.71,4.99
In1O4P1,16618,orcc,oS24,12,2.48,4.26,0.37,1.67,0.63,0.40,0.62,0.86,2.29,0.61,0.76,5.49
In1O4P1,85579,orc,oP24,24,2.86,4.77,0.40,2.23,0.90,0.28,1.02,1.40,13.39,5.54,15.10,19.53
In1P2Se6Tl1,171212,tri(1b),aP20,20,1.46,2.89,1.00,3.52,1.97,1.56,1.80,2.54,4.26,2.17,4.03,6.59
In1P3Sr3,65056,orc,oP28,28,0.84,2.04,1.12,1.15,2.35,0.64,0.98,5.43,1.68,0.70,0.88,3.47
In1S3Sb1,300207,orc,oP20,20,1.49,2.92,0.70,1.10,2.46,0.70,0.80,5.87,7.85,2.52,10.13,10.90
In1Se1,71083,mclc(1),mS8,4,1.17,2.50,0.23,0.92,0.16,0.14,0.15,0.18,0.35,0.16,0.36,0.52
In1Se2Tl1,16244,bct(1),tI16,8,0.69,1.84,0.41,1.21,0.11,0.10,0.10,0.12,0.21,0.10,0.26,0.26
In1Si1Te3,657680,hex,hP10,10,0.57,1.68,0.13,0.78,0.88,0.81,0.86,0.96,2.14,0.72,2.62,3.07
In2Mg1S4,53096,fcc,cF56,14,1.87,3.43,0.37,1.37,2.10,2.10,2.10,2.10,11.19,11.19,11.19,11.19
In2O5P1,413858,tri(1b),aP16,16,2.11,3.75,0.44,7.58,1.41,0.34,1.01,2.87,4.98,1.94,4.67,8.34
In2P4Sr3,61335,orc,oP18,18,0.54,1.64,0.15,1.42,0.33,0.24,0.27,0.49,1.57,0.84,1.36,2.51
In2Pb1S4,31254,orc,oP28,28,1.49,2.92,0.71,0.94,7.64,4.73,5.63,12.56,5.54,3.16,5.85,7.61
In2S4Zn1,15637,fcc,cF56,14,1.43,2.85,0.15,3.48,0.56,0.56,0.56,0.56,11.00,11.00,11.00,11.00
In2S7Sn3,68366,mcl,mP24,24,0.53,1.63,0.69,0.81,2.94,1.67,2.46,4.70,1.54,0.63,1.71,2.29
In2Sb6Sr5,36468,orc,oP26,26,0.06,0.99,0.21,1.25,1.46,0.36,2.00,2.00,2.99,0.26,1.98,6.74
In2Sr1Te4,41167,orcc,oS28,14,0.92,2.15,0.28,0.52,0.80,0.31,0.31,1.78,2.42,1.70,2.74,2.82
In3Na7Se8,300178,tri(1b),aP36,36,1.23,2.56,0.20,1.15,0.57,0.24,0.31,1.17,6.19,3.60,7.03,7.95
In3S5Tl1,402124,mclc(1),mS36,18,1.77,3.29,0.64,1.05,3.03,0.36,1.86,6.85,5.41,4.16,5.45,6.61
In4Te3,14265,orc,oP28,28,0.12,1.07,0.06,0.36,2.59,1.40,3.04,3.33,1.78,1.20,1.80,2.34
In5S6Tl1,56388,mcl,mP24,24,1.02,2.28,3.22,0.70,1.22,0.27,1.33,2.06,1.56,1.14,1.73,1.83
In5S7Tl1,402125,mcl,mP26,26,0.74,1.91,0.41,0.67,2.34,1.87,2.53,2.61,1.23,0.49,1.58,1.63
In5Se7Tl1,402126,mcl,mP26,26,0.37,1.41,0.31,0.50,1.66,1.43,1.68,1.89,1.71,1.16,1.77,2.19
Ir1P2,44661,mcl,mP12,12,0.51,1.60,1.04,1.25,1.18,0.81,0.99,1.74,1.42,0.36,0.43,3.46
Ir1S1Sb1,41400,cub,cP12,12,1.43,2.84,1.16,0.46,7.22,6.84,7.29,7.53,5.02,4.89,4.98,5.20
K1O3Ta1,39673,cub,cP5,5,2.33,4.05,0.93,4.89,1.38,1.38,1.38,1.38,3.18,3.10,3.13,3.30
K1P1,14010,orc,oP16,16,0.54,1.64,1.03,1.96,1.89,0.42,2.01,3.25,1.47,0.50,0.96,2.95
K1Sb1,43505,mcl,mP16,16,0.73,1.90,0.57,4.17,1.48,1.20,1.50,1.75,3.82,1.22,1.36,8.90
K2O1,44674,fcc,cF12,3,1.71,3.22,0.40,9.27,0.09,0.09,0.09,0.09,3.72,3.72,3.72,3.72
K2O3Pb2,1412,bcc,cI28,14,1.70,3.20,1.24,0.37,2.71,2.70,2.70,2.72,0.18,0.18,0.18,0.18
K2O3Sn2,40463,bcc,cI28,14,1.30,2.67,0.84,0.27,2.30,2.30,2.30,2.30,0.05,0.05,0.05,0.05
K2Se1,60440,fcc,cF12,3,2.10,3.75,0.34,10.32,0.06,0.06,0.06,0.06,3.15,3.15,3.15,3.15
K2Se3,1264,orcc,oS20,10,0.63,1.76,1.96,3.20,1.37,0.17,1.05,2.89,2.32,0.46,2.73,3.78
K2Te1,60441,fcc,cF12,3,2.14,3.80,0.31,14.22,0.70,0.70,0.70,0.70,3.04,3.04,3.04,3.04
K2Te2,73174,hex,hP8,8,0.67,1.81,0.44,1.51,0.37,0.28,0.29,0.52,1.69,0.86,0.89,3.33
K2Te3,2453,orc,oP20,20,0.57,1.68,0.30,8.56,2.48,0.03,2.66,4.75,2.90,0.60,4.00,4.10
K3S4Sb1,41895,bcc,cI16,8,2.13,3.79,0.58,1.92,0.30,0.30,0.30,0.30,2.31,2.31,2.31,2.31
K3Sb1,44677,fcc,cF16,4,0.69,1.85,0.14,4.70,0.03,0.03,0.03,0.03,3.96,3.96,3.96,3.96
Kr1,43726,fcc,cF4,1,7.18,10.60,0.56,10.44,0.02,0.02,0.02,0.02,1.34,1.34,1.34,1.34
La1Lu1O3,51449,orc,oP20,20,4.87,7.48,1.57,1.50,6.04,3.97,6.31,7.83,15.67,14.01,16.18,16.81
La1Mg1Na1O6W1,40497,tet,tP20,20,2.84,4.74,2.96,1.97,1.87,0.02,2.31,3.29,9.21,7.22,8.70,11.70
La1N2O1Ta1,411138,mclc(5),mS20,10,0.95,2.19,0.42,1.46,1.66,1.32,1.35,2.30,1.39,0.56,1.78,1.82
La1Na1O6Se2,68467,mcl,mP40,40,3.94,6.23,3.39,4.40,8.44,5.04,5.08,15.21,7.65,2.30,6.92,13.74
La1Na1O8S2,20354,tri(1b),aP24,24,5.66,8.55,4.17,11.16,9.28,8.15,8.79,10.89,7.58,1.51,1.63,19.61
La1Nb1O4,10123,orcf(1),oF48,12,4.25,6.63,0.84,9.57,2.22,1.68,2.12,2.86,8.65,7.87,8.67,9.42
La1Nb1O6Te1,413007,tri(1b),aP36,36,3.44,5.55,3.10,8.97,9.89,8.75,8.87,12.05,8.98,3.00,3.55,20.38
La1O1Sb1Zn1,419353,tet,tP8,8,0.17,1.15,0.44,95.84,0.40,0.15,0.53,0.53,3.99,0.44,5.76,5.76
La1O3Y1,89455,orc,oP20,20,4.61,7.13,1.67,1.41,10.27,9.70,10.14,10.98,17.80,13.69,17.50,22.20
La1O4Ta1,20043,mcl,mP24,24,3.70,5.90,1.78,8.76,6.00,2.69,4.93,10.39,13.50,10.12,11.29,19.09
La1O9P3,202640,orcc,oS52,26,5.47,8.28,0.57,11.57,0.92,0.47,0.56,1.73,13.72,0.25,18.22,22.70
La1O9Sb3,55720,orcc,oS52,26,1.43,2.84,0.36,1.92,3.52,2.75,3.53,4.29,4.55,0.20,6.04,7.41
La1P5,357,mcl,mP24,24,0.10,1.04,1.07,0.94,1.52,1.22,1.61,1.73,2.36,1.02,2.95,3.12
La1P7,41938,mcl,mP32,32,0.41,1.46,1.09,3.08,8.97,8.59,8.60,9.72,7.39,4.67,8.22,9.28
La1S2,1435,orc,oP24,24,0.47,1.54,0.43,1.02,0.75,0.61,0.77,0.86,2.69,0.20,3.04,4.84
La2O12W3,78180,mclc(3),mS68,34,3.80,6.03,1.79,2.94,7.28,3.98,5.21,12.65,17.66,15.33,17.28,20.38
La2O2S2,68498,orcc,oS24,12,1.59,3.05,0.48,2.30,6.27,0.32,9.17,9.31,1.12,0.04,1.63,1.67
La2O2Te1,27004,bct(2),tI10,5,1.92,3.50,1.07,3.28,1.52,0.80,1.89,1.89,2.31,0.62,3.15,3.15
La2O3,160220,mclc(1),mS30,15,3.44,5.55,1.41,1.77,1.46,0.79,1.05,2.53,5.75,3.14,4.03,10.09
La2O3,96201,bcc,cI80,40,3.53,5.67,0.56,1.83,4.26,3.87,4.17,4.74,31.38,30.83,31.05,32.28
La2O4Se1Si1,69552,orc,oP32,32,2.71,4.57,32.48,4.64,5.86,5.40,5.96,6.21,11.34,0.32,0.90,32.81
La2O5Si1,109414,mcl,mP32,32,4.66,7.19,0.79,1.98,6.00,3.14,3.81,11.06,9.02,5.26,10.28,11.53
La2O6S1,66823,mcl,mP36,36,5.20,7.92,1.83,1.61,19.60,8.40,22.13,28.27,25.21,11.40,30.12,34.10
La2O6Te1,62134,orc,oP36,36,2.93,4.86,0.61,23.60,1.79,0.51,1.54,3.32,13.91,12.44,14.01,15.26
La2O7Zr2,15165,fcc,cF88,22,3.82,6.06,0.89,1.36,1.53,1.53,1.53,1.53,13.78,13.78,13.78,13.78
La2O9W2,93721,tri(1b),aP26,26,3.00,4.96,3.41,10.90,6.30,3.08,6.73,9.09,5.70,1.49,6.68,8.95
La2S3,15151,orc,oP20,20,0.93,2.16,0.42,0.85,1.60,1.40,1.53,1.87,4.56,3.61,3.90,6.16
La2S5Si1,240952,mcl,mP32,32,2.46,4.24,0.99,1.63,9.39,7.39,9.08,11.71,6.06,4.59,5.66,7.92
La3N1S3,416221,orc,oP28,28,1.22,2.56,0.59,1.00,1.12,0.66,1.05,1.67,10.50,5.52,9.83,16.14
La3Nb1O7,10058,orcc,oS44,22,3.07,5.05,4.15,3.55,9.05,0.91,1.62,24.60,4.24,1.83,4.18,6.71
La3O7Ta1,55655,orcc,oS44,22,3.64,5.82,1.97,3.55,7.11,0.43,0.48,20.41,4.22,0.98,4.34,7.34
La4N2S3,415780,orc,oP18,18,1.07,2.36,2.40,9.27,1.25,0.84,1.21,1.71,3.49,2.40,3.18,4.89
La4N2Te3,414591,orc,oP36,36,0.83,2.03,0.77,1.75,2.80,2.32,2.93,3.17,2.73,0.58,0.68,6.95
Li1Mo1S2,95571,tri(1b),aP16,16,1.06,2.34,1.01,10.42,5.67,3.94,5.12,7.94,5.43,1.05,6.27,8.98
Li1Mo2O8Y1,23313,tri(1b),aP24,24,3.24,5.27,8.91,18.32,7.47,0.77,7.72,13.91,10.41,3.57,11.31,16.34
Li1Na1Se1,67359,orc,oP12,12,2.44,4.21,0.24,3.70,0.25,0.11,0.16,0.50,4.40,2.97,4.65,5.58
Li1Na1Te1,67274,orc,oP12,12,2.26,3.95,0.21,2.64,0.65,0.12,0.59,1.23,2.80,1.08,2.95,4.38
Li1Nb1O4Zn1,75526,tet,tP28,28,3.25,5.29,1.11,8.09,2.56,2.35,2.35,2.96,14.26,13.25,13.26,16.27
Li1Nb1O4Zn1,75597,tet,tP28,28,2.89,4.80,0.98,2.67,2.73,1.67,3.27,3.27,12.95,11.50,11.75,15.61
Li1Nb1O6W1,202779,tet,tP18,18,2.57,4.37,1.78,2.77,14.17,4.41,19.05,19.05,2.57,0.36,3.68,3.68
Li1O12P3Sn2,83832,tri(1b),aP36,36,3.45,5.57,0.60,10.90,1.68,1.23,1.47,2.35,7.25,5.26,5.92,10.57
Li1O2Sc1,31316,bct(2),tI16,8,3.90,6.17,0.91,2.29,0.39,0.35,0.35,0.48,7.75,3.78,9.74,9.74
Li1O2Tl1,33633,bct(2),tI16,8,0.48,1.56,0.36,7.57,0.45,0.23,0.23,0.89,7.38,7.06,7.06,8.01
Li1O2Y1,45511,mcl,mP16,16,4.11,6.45,0.51,1.33,1.01,0.61,0.63,1.78,9.25,4.53,9.80,13.41
Li1O3Sb1,24051,orc,oP20,20,2.14,3.80,0.43,4.39,0.66,0.33,0.79,0.86,4.40,1.42,3.10,8.68
Li1O5P1Ti1,39534,orc,oP32,32,3.36,5.44,8.08,3.78,16.69,10.51,10.77,28.80,12.67,3.88,8.09,26.05
Li1O5P1Ti1,39761,tri(1b),aP32,32,3.10,5.09,8.21,3.07,13.13,4.08,15.44,19.88,10.53,2.73,6.54,22.31
Li1O5Si1Ta1,39648,mcl,mP32,32,3.94,6.22,2.69,4.23,7.26,0.26,8.49,13.03,8.97,3.50,7.08,16.32
Li1O6Sb1W1,202748,orc,oP36,36,2.26,3.95,0.91,5.92,1.84,0.38,2.03,3.11,19.61,15.77,18.42,24.63
Li1O6Sc1Si2,152075,mcl,mP40,40,4.92,7.54,3.49,5.42,17.86,7.15,10.55,35.89,15.14,5.26,5.86,34.29
Li1O6Sc1Si2,55172,mclc(1),mS40,20,4.92,7.54,3.23,5.44,11.63,7.17,10.57,17.16,11.13,7.10,10.07,16.21
Li1O6Si2Ti1,96292,mclc(1),mS40,20,0.26,1.26,3.74,6.74,7.46,4.47,4.62,13.30,8.34,3.41,5.74,15.86
Li1O9P3Pb1,1123,tri(1b),aP28,28,4.71,7.26,0.82,8.70,4.74,0.49,3.65,10.06,4.87,2.15,4.67,7.80
Li1Sb1Sr1,172216,orc,oP12,12,0.67,1.82,1.03,0.51,1.28,0.46,1.02,2.35,0.58,0.36,0.39,0.99
Li2Na1Sb1,54244,fcc,cF16,4,0.72,1.88,0.25,0.78,0.19,0.19,0.19,0.19,0.68,0.68,0.68,0.68
Li2Na6O10W2,49027,tri(1b),aP20,20,3.49,5.62,9.34,5.32,6.54,4.76,5.90,8.97,9.20,1.74,12.59,13.27
Li2Nb2O7Sr1,88463,bct(2),tI24,12,1.93,3.51,5.94,1.02,1.68,0.94,1.85,2.24,3.19,0.13,3.60,5.84
Li2O1,22402,fcc,cF12,3,4.90,7.52,0.49,3.78,0.29,0.29,0.29,0.29,1.68,1.68,1.68,1.68
Li2O3Pb1,35182,mclc(3),mS24,12,1.04,2.32,0.35,1.24,0.72,0.54,0.76,0.86,12.39,9.53,12.75,14.90
Li2O3Zr1,31941,mclc(3),mS24,12,3.74,5.95,0.65,1.51,3.67,0.55,3.43,7.04,9.59,6.31,7.72,14.74
Li2O3Zr1,94893,mclc(3),mS24,12,3.74,5.96,0.65,1.52,2.44,1.79,1.90,3.64,10.72,6.06,6.40,19.71
Li2O4Te1,1485,tet,tP28,28,2.26,3.96,0.63,3.90,4.61,3.30,3.30,7.23,14.25,10.07,16.33,16.35
Li2O4W1,1044,mclc(1),mS28,14,3.62,5.80,12.11,2.28,8.32,1.21,7.83,15.91,10.32,7.79,9.92,13.26
Li2O5Si1Ti1,78059,tet,tP18,18,3.24,5.28,3.34,1.62,7.47,1.66,10.37,10.37,2.15,1.31,2.57,2.57
Li2O6Sn1Te1,40265,orc,oP20,20,2.04,3.67,0.45,4.45,1.15,0.68,0.88,1.90,4.74,2.05,2.73,9.44
Li2O7W2,1897,tri(1b),aP22,22,3.55,5.70,4.09,18.85,3.41,2.24,3.03,4.97,9.43,6.97,8.77,12.57
Li2S1,54396,fcc,cF12,3,3.38,5.47,0.38,1.97,0.20,0.20,0.20,0.20,1.07,1.07,1.07,1.07
Li2Se1,60433,fcc,cF12,3,2.97,4.92,0.35,1.68,0.20,0.20,0.20,0.20,0.75,0.75,0.75,0.75
Li2Se3Te1,415121,mcl,mP24,24,0.54,1.64,3.25,1.04,5.84,0.04,0.08,17.40,2.16,0.88,2.00,3.59
Li2Te1,60434,fcc,cF12,3,2.29,4.00,0.31,1.16,0.16,0.16,0.16,0.16,0.53,0.53,0.53,0.53
Li3N4Nb1Sr2,84715,orc,oP40,40,2.14,3.80,0.69,1.31,4.90,2.29,4.86,7.55,13.91,6.81,13.43,21.50
Li3N4Sr2Ta1,84716,orc,oP40,40,2.16,3.82,0.70,1.39,3.80,2.62,3.15,5.63,14.44,4.63,9.63,29.07
Li3Nb1O4,30246,bcc,cI64,32,4.04,6.36,1.76,3.35,5.35,4.79,5.61,5.64,22.14,21.78,22.18,22.46
Li3Nb1O4,75264,bcc,cI64,32,4.03,6.35,1.77,3.29,14.33,14.09,14.25,14.64,27.13,27.03,27.05,27.31
Li3O4Sb1,82864,mcl,mP16,16,3.04,5.02,0.55,1.73,3.43,2.56,3.38,4.34,16.17,11.35,12.48,24.67
Li3O6Sb1Zn2,69189,mclc(3),mS24,12,3.01,4.97,0.43,1.94,0.76,0.30,0.67,1.32,10.29,6.42,6.96,17.49
Li3Sb1,44900,fcc,cF16,4,0.70,1.85,0.34,1.20,0.21,0.21,0.21,0.21,1.55,1.55,1.55,1.55
Li4Mo1O5,40270,tri(1b),aP20,20,2.73,4.59,3.56,3.95,8.32,4.58,8.76,11.60,13.64,7.41,13.30,20.20
Li4N3Ta1,412585,orci,oI64,32,2.70,4.55,22.48,2.63,4.44,0.56,3.70,9.07,8.52,5.63,6.96,12.97
Li4O4Pb1,1411,orcc,oS36,18,1.44,2.85,0.51,4.20,3.15,1.03,2.73,5.68,9.96,6.59,10.52,12.77
Li4O4Ti1,75164,orcc,oS36,18,4.74,7.31,2.94,2.81,7.25,2.78,3.23,15.75,14.73,6.69,11.90,25.60
Li4O5Se1,92395,mclc(1),mS40,20,2.44,4.21,0.78,1.49,1.69,1.44,1.52,2.11,8.74,5.57,7.13,13.52
Li4O5Te1,2403,tri(1b),aP20,20,2.72,4.58,0.67,3.76,1.89,1.20,1.74,2.72,13.02,8.28,13.06,17.70
Li4O5W1,108819,tri(1b),aP20,20,3.58,5.74,2.98,3.66,8.99,7.10,9.28,10.59,12.89,7.69,13.98,17.00
Li4P2Sr1,416888,rhl(1),hR7,7,0.97,2.22,1.06,0.64,0.67,0.65,0.66,0.71,0.77,0.55,0.88,0.89
Li5O5Sb1,203030,mclc(1),mS22,11,2.88,4.79,0.53,6.51,1.10,0.72,1.29,1.29,8.95,5.47,7.04,14.33
Li6Mo1N4,66095,tet,tP22,22,2.69,4.54,2.46,3.53,6.45,3.83,7.76,7.76,3.50,2.52,3.99,3.99
Li6N4W1,66096,tet,tP22,22,3.15,5.15,2.31,4.42,7.35,5.49,8.28,8.28,5.69,2.59,7.24,7.24
Li8O6Pb1,10062,rhl(1),hR15,15,2.34,4.06,0.70,2.37,1.55,0.55,0.68,3.42,15.05,12.06,15.28,17.83
Li9N1S3,240749,cub,cP13,13,2.43,4.19,0.39,1.94,0.24,0.24,0.24,0.24,4.89,4.77,4.87,5.02
Lu1N1,44779,fcc,cF8,2,0.20,1.18,0.26,0.56,0.11,0.11,0.11,0.11,0.22,0.22,0.22,0.22
Lu1O4P1,2505,bct(1),tI24,12,6.19,9.26,0.48,7.11,6.51,5.09,5.09,9.35,4.68,3.39,5.32,5.32
Lu1P1S4,412857,mcl,mP24,24,1.70,3.20,4.16,2.57,3.28,0.18,4.05,5.63,5.49,2.11,5.65,8.71
Lu2Mg1Se4,44912,fcc,cF56,14,1.48,2.91,0.35,1.07,0.30,0.30,0.30,0.30,2.76,2.76,2.76,2.76
Lu2O13Te5,413669,tri(1b),aP40,40,3.04,5.01,1.71,2.21,6.61,3.91,6.03,9.88,6.61,4.73,7.44,7.67
Lu2O3,160232,mclc(1),mS30,15,4.27,6.67,0.60,1.84,1.70,0.50,0.65,3.93,9.93,6.61,7.47,15.70
Lu2O3,33659,bcc,cI80,40,0.30,1.31,0.36,4.71,2.75,2.72,2.72,2.82,37.82,37.29,37.94,38.22
Lu2O5Si1,89624,mcl,mP32,32,4.86,7.47,0.42,8.51,4.26,2.81,4.41,5.57,11.06,8.21,10.59,14.37
Lu2O7Si2,412249,mclc(3),mS22,11,5.33,8.10,0.67,0.38,0.50,0.20,0.53,0.78,13.47,5.30,10.47,24.66
Mg1Mo2O7,1314,mcl,mP40,40,3.51,5.64,4.51,9.45,16.10,4.65,5.43,38.21,16.40,14.04,17.22,17.93
Mg1Na1Sb1,41797,tet,tP6,6,1.04,2.31,0.85,1.21,0.67,0.52,0.74,0.74,3.26,0.49,4.64,4.64
Mg1O2,35479,cub,cP12,12,3.73,5.95,0.96,6.36,13.25,12.51,13.56,13.69,6.83,6.17,6.91,7.42
Mg1O3Se1,494,orc,oP20,20,4.01,6.32,2.48,1.84,3.07,1.43,3.74,4.04,6.01,2.85,6.61,8.57
Mg1O3Ti1,55285,rhl(1),hR10,10,3.54,5.69,8.65,10.33,10.10,5.87,12.14,12.28,8.82,6.68,9.71,10.07
Mg1O4Se1,109070,orcc,oS24,12,2.86,4.76,0.54,3.12,1.33,0.68,1.16,2.15,4.61,1.76,2.79,9.28
Mg1O4Ti2,28324,fcc,cF56,14,1.21,2.55,0.99,4.85,1.28,1.28,1.28,1.28,16.78,16.78,16.78,16.78
Mg1O4W1,20470,mcl,mP12,12,3.36,5.44,3.00,7.19,3.09,1.62,2.24,5.40,9.71,8.29,9.47,11.38
Mg1O5Se2,402917,orc,oP32,32,3.02,4.99,1.56,2.87,3.18,1.84,3.33,4.36,5.30,1.77,2.88,11.26
Mg1O5Te2,4318,orc,oP32,32,2.39,4.13,1.45,1.12,3.16,1.76,3.62,4.09,1.94,0.93,1.17,3.71
Mg1O5Ti2,37232,orcc,oS32,16,3.22,5.26,3.87,3.29,3.91,0.46,3.51,7.77,11.58,3.91,12.64,18.20
Mg1O6Pb2Te1,86138,fcc,cF40,10,1.92,3.50,0.46,4.03,1.04,1.04,1.04,1.04,6.42,6.42,6.42,6.42
Mg1O6Pb2W1,67880,fcc,cF40,10,2.59,4.40,1.31,0.80,1.99,1.99,1.99,1.99,5.20,5.20,5.20,5.20
Mg1O6Sr2W1,152575,fcc,cF40,10,2.92,4.85,2.41,2.33,3.86,3.86,3.86,3.86,5.78,5.78,5.78,5.78
Mg1O6Ta2,150419,tet,tP18,18,3.06,5.04,2.73,1.97,6.41,3.95,3.95,11.33,2.03,1.43,2.33,2.33
Mg1P4,113,mcl,mP10,10,0.69,1.85,0.91,0.46,0.80,0.57,0.83,0.99,2.01,1.58,1.65,2.79
Mg1S1,28903,fcc,cF8,2,2.77,4.64,0.33,2.29,0.13,0.13,0.13,0.13,0.84,0.84,0.84,0.84
Mg1Se1,53946,fcc,cF8,2,1.77,3.30,0.27,3.38,0.13,0.13,0.13,0.13,0.61,0.61,0.61,0.61
Mg1Se4Y2,76052,fcc,cF56,14,1.30,2.66,0.36,1.02,0.36,0.36,0.36,0.36,2.90,2.90,2.90,2.90
Mg1Si1Sr1,42457,orc,oP12,12,0.04,0.96,0.44,0.88,1.48,1.24,1.55,1.66,1.28,0.89,1.43,1.52
Mg1Te1,159402,fcc,cF8,2,2.32,4.04,0.19,2.00,0.00,0.00,0.00,0.00,0.76,0.76,0.76,0.76
Mg1Te2,30390,cub,cP12,12,1.12,2.42,0.54,0.80,3.68,3.68,3.68,3.68,3.01,3.01,3.01,3.01
Mg2P2Se6,413165,rhl(1),hR10,10,2.03,3.65,0.31,0.46,3.59,0.53,5.11,5.14,2.51,0.25,3.54,3.74
Mg3Nb6O11,62662,hex,hP20,20,0.49,1.57,1.41,1.78,4.79,3.07,3.70,7.60,5.84,2.95,6.53,8.04
Mg3O6Te1,6309,rhl(2),hR20,20,2.88,4.80,0.43,7.55,1.49,0.69,1.44,2.33,10.01,8.64,10.53,10.85
Mg3P2,24489,cub,cP10,10,1.10,2.40,0.37,0.92,1.30,1.30,1.30,1.30,8.95,8.95,8.95,8.95
Mg4Nb2O9,91748,hex,hP30,30,3.76,5.99,1.51,2.67,6.83,3.72,3.72,13.05,17.80,3.48,21.61,28.30
Mg4O9Ta2,65301,hex,hP30,30,4.33,6.75,1.25,3.03,10.32,7.57,11.65,11.75,16.30,5.67,20.29,22.93
Mn1S1,18007,fcc,cF8,2,0.82,2.01,0.51,0.49,0.12,0.12,0.12,0.12,2.64,2.64,2.64,2.64
Mn1S2,15991,cub,cP12,12,0.87,2.08,0.67,0.84,4.85,4.44,5.02,5.09,1.39,0.92,1.25,1.99
Mn1Se1,24251,fcc,cF8,2,0.40,1.45,0.23,0.45,0.10,0.10,0.10,0.10,2.97,2.97,2.97,2.97
Mn1Se1,76218,hex,hP4,4,0.83,2.03,0.76,2.27,0.32,0.21,0.25,0.51,3.00,1.54,3.73,3.73
Mn1Se2,24020,cub,cP12,12,0.43,1.49,0.56,0.83,5.26,5.26,5.26,5.26,2.02,2.02,2.02,2.02
Mn1Te2,24021,cub,cP12,12,0.17,1.15,0.32,0.90,2.09,2.09,2.09,2.09,1.90,1.90,1.90,1.90
Mn5O8,16956,mclc(1),mS26,13,0.52,1.62,3.13,10.05,6.43,5.24,5.87,8.16,3.59,0.78,3.84,6.15
Mo1N1Na3O3,98673,orc,oP16,16,3.56,5.71,1.24,15.56,3.44,2.19,2.85,5.27,13.49,4.86,6.57,29.03
Mo1N1Na5O4,55113,orcc,oS44,22,2.44,4.20,5.68,8.51,6.23,2.51,5.65,10.54,8.97,5.64,7.50,13.77
Mo1N2Na4O2,73102,tri(1b),aP18,18,2.19,3.87,0.83,11.34,2.22,0.70,2.91,3.04,7.92,0.99,8.90,13.87
Mo1Na1O5Sb1,413147,mcl,mP32,32,3.31,5.37,5.48,3.13,11.48,0.92,7.29,26.25,7.96,2.25,8.42,13.22
Mo1Na2O12Te4,88010,mclc(1),mS76,38,2.53,4.33,3.40,7.05,10.21,7.14,10.07,13.41,9.86,6.91,6.94,15.73
Mo1Na2O4,151971,orcf(1),oF56,14,3.88,6.15,2.16,4.63,1.89,1.33,1.62,2.71,7.30,2.79,8.89,10.21
